year,round,from_country_id,to_country_id,from_country,to_country,total_points,tele_points,jury_points
1980,final,ma,ch,Morocco,Switzerland,7,,
1980,final,ma,nl,Morocco,Netherlands,0,,
1980,final,ma,it,Morocco,Italy,0,,
1980,final,ma,pt,Morocco,Portugal,0,,
1980,final,ma,at,Morocco,Austria,3,,
1980,final,ma,lu,Morocco,Luxembourg,0,,
1980,final,ma,se,Morocco,Sweden,6,,
1980,final,ma,fr,Morocco,France,1,,
1980,final,ma,es,Morocco,Spain,5,,
1980,final,ma,gr,Morocco,Greece,0,,
1980,final,ma,dk,Morocco,Denmark,2,,
1980,final,ma,tr,Morocco,Turkey,12,,
1980,final,ma,no,Morocco,Norway,4,,
1980,final,ma,be,Morocco,Belgium,0,,
1980,final,ma,ma,Morocco,Morocco,0,,
1980,final,ma,fi,Morocco,Finland,0,,
1980,final,nl,ie,Netherlands,Ireland,6,,
1980,final,nl,de,Netherlands,Germany,12,,
1980,final,nl,gb,Netherlands,United Kingdom,7,,
1980,final,nl,ch,Netherlands,Switzerland,10,,
1980,final,nl,nl,Netherlands,Netherlands,0,,
1980,final,nl,it,Netherlands,Italy,1,,
1980,final,nl,pt,Netherlands,Portugal,5,,
1980,final,nl,at,Netherlands,Austria,3,,
1980,final,nl,lu,Netherlands,Luxembourg,0,,
1980,final,nl,se,Netherlands,Sweden,0,,
1980,final,nl,fr,Netherlands,France,4,,
1980,final,nl,es,Netherlands,Spain,0,,
1980,final,nl,gr,Netherlands,Greece,8,,
1980,final,nl,dk,Netherlands,Denmark,0,,
1980,final,nl,tr,Netherlands,Turkey,0,,
1980,final,nl,no,Netherlands,Norway,2,,
1980,final,nl,be,Netherlands,Belgium,0,,
1980,final,nl,ma,Netherlands,Morocco,0,,
1980,final,nl,fi,Netherlands,Finland,0,,
1980,final,no,ie,Norway,Ireland,12,,
1980,final,no,de,Norway,Germany,0,,
1980,final,no,gb,Norway,United Kingdom,0,,
1980,final,no,ch,Norway,Switzerland,10,,
1980,final,no,nl,Norway,Netherlands,0,,
1980,final,no,it,Norway,Italy,2,,
1980,final,no,pt,Norway,Portugal,8,,
1980,final,no,at,Norway,Austria,6,,
1980,final,no,lu,Norway,Luxembourg,7,,
1980,final,no,se,Norway,Sweden,0,,
1980,final,no,fr,Norway,France,3,,
1980,final,no,es,Norway,Spain,0,,
1980,final,no,gr,Norway,Greece,4,,
1980,final,no,dk,Norway,Denmark,1,,
1980,final,no,tr,Norway,Turkey,0,,
1980,final,no,no,Norway,Norway,0,,
1980,final,no,be,Norway,Belgium,0,,
1980,final,no,ma,Norway,Morocco,0,,
1980,final,no,fi,Norway,Finland,5,,
1980,final,pt,ie,Portugal,Ireland,5,,
1980,final,pt,de,Portugal,Germany,8,,
1980,final,pt,gb,Portugal,United Kingdom,7,,
1980,final,pt,ch,Portugal,Switzerland,6,,
1980,final,pt,nl,Portugal,Netherlands,4,,
1980,final,pt,it,Portugal,Italy,12,,
1980,final,pt,pt,Portugal,Portugal,0,,
1980,final,pt,at,Portugal,Austria,3,,
1980,final,pt,lu,Portugal,Luxembourg,0,,
1980,final,pt,se,Portugal,Sweden,0,,
1980,final,pt,fr,Portugal,France,0,,
1980,final,pt,es,Portugal,Spain,2,,
1980,final,pt,gr,Portugal,Greece,1,,
1980,final,pt,dk,Portugal,Denmark,0,,
1980,final,pt,tr,Portugal,Turkey,0,,
1980,final,pt,no,Portugal,Norway,0,,
1980,final,pt,be,Portugal,Belgium,10,,
1980,final,pt,ma,Portugal,Morocco,0,,
1980,final,pt,fi,Portugal,Finland,0,,
1980,final,es,ie,Spain,Ireland,7,,
1980,final,es,de,Spain,Germany,12,,
1980,final,es,gb,Spain,United Kingdom,8,,
1980,final,es,ch,Spain,Switzerland,2,,
1980,final,es,nl,Spain,Netherlands,5,,
1980,final,es,it,Spain,Italy,10,,
1980,final,es,pt,Spain,Portugal,0,,
1980,final,es,at,Spain,Austria,4,,
1980,final,es,lu,Spain,Luxembourg,3,,
1980,final,es,se,Spain,Sweden,1,,
1980,final,es,fr,Spain,France,6,,
1980,final,es,es,Spain,Spain,0,,
1980,final,es,gr,Spain,Greece,0,,
1980,final,es,dk,Spain,Denmark,0,,
1980,final,es,tr,Spain,Turkey,0,,
1980,final,es,no,Spain,Norway,0,,
1980,final,es,be,Spain,Belgium,0,,
1980,final,es,ma,Spain,Morocco,0,,
1980,final,es,fi,Spain,Finland,0,,
1980,final,se,ie,Sweden,Ireland,7,,
1980,final,se,de,Sweden,Germany,5,,
1980,final,se,gb,Sweden,United Kingdom,12,,
1980,final,se,ch,Sweden,Switzerland,2,,
1980,final,se,nl,Sweden,Netherlands,3,,
1980,final,se,it,Sweden,Italy,10,,
1980,final,se,pt,Sweden,Portugal,8,,
1980,final,se,at,Sweden,Austria,1,,
1980,final,se,lu,Sweden,Luxembourg,6,,
1980,final,se,se,Sweden,Sweden,0,,
1980,final,se,fr,Sweden,France,4,,
1980,final,se,es,Sweden,Spain,0,,
1980,final,se,gr,Sweden,Greece,0,,
1980,final,se,dk,Sweden,Denmark,0,,
1980,final,se,tr,Sweden,Turkey,0,,
1980,final,se,no,Sweden,Norway,0,,
1980,final,se,be,Sweden,Belgium,0,,
1980,final,se,ma,Sweden,Morocco,0,,
1980,final,se,fi,Sweden,Finland,0,,
1980,final,ch,ie,Switzerland,Ireland,12,,
1980,final,ch,de,Switzerland,Germany,7,,
1980,final,ch,gb,Switzerland,United Kingdom,10,,
1980,final,ch,ch,Switzerland,Switzerland,0,,
1980,final,ch,nl,Switzerland,Netherlands,3,,
1980,final,ch,it,Switzerland,Italy,8,,
1980,final,ch,pt,Switzerland,Portugal,2,,
1980,final,ch,at,Switzerland,Austria,4,,
1980,final,ch,lu,Switzerland,Luxembourg,0,,
1980,final,ch,se,Switzerland,Sweden,5,,
1980,final,ch,fr,Switzerland,France,1,,
1980,final,ch,es,Switzerland,Spain,0,,
1980,final,ch,gr,Switzerland,Greece,0,,
1980,final,ch,dk,Switzerland,Denmark,6,,
1980,final,ch,tr,Switzerland,Turkey,0,,
1980,final,ch,no,Switzerland,Norway,0,,
1980,final,ch,be,Switzerland,Belgium,0,,
1980,final,ch,ma,Switzerland,Morocco,0,,
1980,final,ch,fi,Switzerland,Finland,0,,
1980,final,tr,ie,Turkey,Ireland,0,,
1980,final,tr,de,Turkey,Germany,10,,
1980,final,tr,gb,Turkey,United Kingdom,5,,
1980,final,tr,ch,Turkey,Switzerland,2,,
1980,final,tr,nl,Turkey,Netherlands,12,,
1980,final,tr,it,Turkey,Italy,6,,
1980,final,tr,pt,Turkey,Portugal,4,,
1980,final,tr,at,Turkey,Austria,0,,
1980,final,tr,lu,Turkey,Luxembourg,1,,
1980,final,tr,se,Turkey,Sweden,8,,
1980,final,tr,fr,Turkey,France,3,,
1980,final,tr,es,Turkey,Spain,7,,
1980,final,tr,gr,Turkey,Greece,0,,
1980,final,tr,dk,Turkey,Denmark,0,,
1980,final,tr,tr,Turkey,Turkey,0,,
1980,final,tr,no,Turkey,Norway,0,,
1980,final,tr,be,Turkey,Belgium,0,,
1980,final,tr,ma,Turkey,Morocco,0,,
1980,final,tr,fi,Turkey,Finland,0,,
1980,final,gb,ie,United Kingdom,Ireland,12,,
1980,final,gb,de,United Kingdom,Germany,10,,
1980,final,gb,gb,United Kingdom,United Kingdom,0,,
1980,final,gb,ch,United Kingdom,Switzerland,7,,
1980,final,gb,nl,United Kingdom,Netherlands,2,,
1980,final,gb,it,United Kingdom,Italy,4,,
1980,final,gb,pt,United Kingdom,Portugal,0,,
1980,final,gb,at,United Kingdom,Austria,6,,
1980,final,gb,lu,United Kingdom,Luxembourg,8,,
1980,final,gb,se,United Kingdom,Sweden,0,,
1980,final,gb,fr,United Kingdom,France,5,,
1980,final,gb,es,United Kingdom,Spain,0,,
1980,final,gb,gr,United Kingdom,Greece,3,,
1980,final,gb,dk,United Kingdom,Denmark,0,,
1980,final,gb,tr,United Kingdom,Turkey,0,,
1980,final,gb,no,United Kingdom,Norway,0,,
1980,final,gb,be,United Kingdom,Belgium,1,,
1980,final,gb,ma,United Kingdom,Morocco,0,,
1980,final,gb,fi,United Kingdom,Finland,0,,
1981,final,at,gb,Austria,United Kingdom,4,,
1981,final,at,de,Austria,Germany,5,,
1981,final,at,fr,Austria,France,12,,
1981,final,at,ch,Austria,Switzerland,2,,
1981,final,at,ie,Austria,Ireland,7,,
1981,final,at,cy,Austria,Cyprus,0,,
1981,final,at,il,Austria,Israel,8,,
1981,final,at,gr,Austria,Greece,6,,
1981,final,at,nl,Austria,Netherlands,3,,
1981,final,at,se,Austria,Sweden,0,,
1981,final,at,lu,Austria,Luxembourg,10,,
1981,final,at,dk,Austria,Denmark,0,,
1981,final,at,be,Austria,Belgium,1,,
1981,final,at,es,Austria,Spain,0,,
1981,final,at,yu,Austria,Yugoslavia,0,,
1981,final,at,fi,Austria,Finland,0,,
1981,final,at,at,Austria,Austria,0,,
1981,final,at,tr,Austria,Turkey,0,,
1981,final,at,pt,Austria,Portugal,0,,
1981,final,at,no,Austria,Norway,0,,
1981,final,be,gb,Belgium,United Kingdom,8,,
1981,final,be,de,Belgium,Germany,10,,
1981,final,be,fr,Belgium,France,3,,
1981,final,be,ch,Belgium,Switzerland,0,,
1981,final,be,ie,Belgium,Ireland,1,,
1981,final,be,cy,Belgium,Cyprus,7,,
1981,final,be,il,Belgium,Israel,0,,
1981,final,be,gr,Belgium,Greece,6,,
1981,final,be,nl,Belgium,Netherlands,2,,
1981,final,be,se,Belgium,Sweden,4,,
1981,final,be,lu,Belgium,Luxembourg,0,,
1981,final,be,dk,Belgium,Denmark,12,,
1981,final,be,be,Belgium,Belgium,0,,
1981,final,be,es,Belgium,Spain,0,,
1981,final,be,yu,Belgium,Yugoslavia,5,,
1981,final,be,fi,Belgium,Finland,0,,
1981,final,be,at,Belgium,Austria,0,,
1981,final,be,tr,Belgium,Turkey,0,,
1981,final,be,pt,Belgium,Portugal,0,,
1981,final,be,no,Belgium,Norway,0,,
1981,final,cy,gb,Cyprus,United Kingdom,4,,
1981,final,cy,de,Cyprus,Germany,8,,
1981,final,cy,fr,Cyprus,France,7,,
1981,final,cy,ch,Cyprus,Switzerland,10,,
1981,final,cy,ie,Cyprus,Ireland,12,,
1981,final,cy,cy,Cyprus,Cyprus,0,,
1981,final,cy,il,Cyprus,Israel,0,,
1981,final,cy,gr,Cyprus,Greece,6,,
1981,final,cy,nl,Cyprus,Netherlands,2,,
1981,final,cy,se,Cyprus,Sweden,1,,
1981,final,cy,lu,Cyprus,Luxembourg,0,,
1981,final,cy,dk,Cyprus,Denmark,0,,
1981,final,cy,be,Cyprus,Belgium,5,,
1981,final,cy,es,Cyprus,Spain,0,,
1981,final,cy,yu,Cyprus,Yugoslavia,3,,
1981,final,cy,fi,Cyprus,Finland,0,,
1981,final,cy,at,Cyprus,Austria,0,,
1981,final,cy,tr,Cyprus,Turkey,0,,
1981,final,cy,pt,Cyprus,Portugal,0,,
1981,final,cy,no,Cyprus,Norway,0,,
1981,final,dk,gb,Denmark,United Kingdom,10,,
1981,final,dk,de,Denmark,Germany,8,,
1981,final,dk,fr,Denmark,France,2,,
1981,final,dk,ch,Denmark,Switzerland,4,,
1981,final,dk,ie,Denmark,Ireland,12,,
1981,final,dk,cy,Denmark,Cyprus,3,,
1981,final,dk,il,Denmark,Israel,0,,
1981,final,dk,gr,Denmark,Greece,0,,
1981,final,dk,nl,Denmark,Netherlands,7,,
1981,final,dk,se,Denmark,Sweden,5,,
1981,final,dk,lu,Denmark,Luxembourg,0,,
1981,final,dk,dk,Denmark,Denmark,0,,
1981,final,dk,be,Denmark,Belgium,6,,
1981,final,dk,es,Denmark,Spain,0,,
1981,final,dk,yu,Denmark,Yugoslavia,0,,
1981,final,dk,fi,Denmark,Finland,0,,
1981,final,dk,at,Denmark,Austria,1,,
1981,final,dk,tr,Denmark,Turkey,0,,
1981,final,dk,pt,Denmark,Portugal,0,,
1981,final,dk,no,Denmark,Norway,0,,
1981,final,fi,gb,Finland,United Kingdom,3,,
1981,final,fi,de,Finland,Germany,7,,
1981,final,fi,fr,Finland,France,10,,
1981,final,fi,ch,Finland,Switzerland,12,,
1981,final,fi,ie,Finland,Ireland,0,,
1981,final,fi,cy,Finland,Cyprus,0,,
1981,final,fi,il,Finland,Israel,6,,
1981,final,fi,gr,Finland,Greece,0,,
1981,final,fi,nl,Finland,Netherlands,0,,
1981,final,fi,se,Finland,Sweden,1,,
1981,final,fi,lu,Finland,Luxembourg,4,,
1981,final,fi,dk,Finland,Denmark,0,,
1981,final,fi,be,Finland,Belgium,2,,
1981,final,fi,es,Finland,Spain,0,,
1981,final,fi,yu,Finland,Yugoslavia,8,,
1981,final,fi,fi,Finland,Finland,0,,
1981,final,fi,at,Finland,Austria,0,,
1981,final,fi,tr,Finland,Turkey,5,,
1981,final,fi,pt,Finland,Portugal,0,,
1981,final,fi,no,Finland,Norway,0,,
1981,final,fr,gb,France,United Kingdom,7,,
1981,final,fr,de,France,Germany,8,,
1981,final,fr,fr,France,France,0,,
1981,final,fr,ch,France,Switzerland,10,,
1981,final,fr,ie,France,Ireland,6,,
1981,final,fr,cy,France,Cyprus,0,,
1981,final,fr,il,France,Israel,0,,
1981,final,fr,gr,France,Greece,0,,
1981,final,fr,nl,France,Netherlands,2,,
1981,final,fr,se,France,Sweden,12,,
1981,final,fr,lu,France,Luxembourg,3,,
1981,final,fr,dk,France,Denmark,4,,
1981,final,fr,be,France,Belgium,0,,
1981,final,fr,es,France,Spain,0,,
1981,final,fr,yu,France,Yugoslavia,0,,
1981,final,fr,fi,France,Finland,1,,
1981,final,fr,at,France,Austria,5,,
1981,final,fr,tr,France,Turkey,0,,
1981,final,fr,pt,France,Portugal,0,,
1981,final,fr,no,France,Norway,0,,
1981,final,de,gb,Germany,United Kingdom,4,,
1981,final,de,de,Germany,Germany,0,,
1981,final,de,fr,Germany,France,12,,
1981,final,de,ch,Germany,Switzerland,7,,
1981,final,de,ie,Germany,Ireland,6,,
1981,final,de,cy,Germany,Cyprus,0,,
1981,final,de,il,Germany,Israel,0,,
1981,final,de,gr,Germany,Greece,2,,
1981,final,de,nl,Germany,Netherlands,3,,
1981,final,de,se,Germany,Sweden,10,,
1981,final,de,lu,Germany,Luxembourg,5,,
1981,final,de,dk,Germany,Denmark,1,,
1981,final,de,be,Germany,Belgium,0,,
1981,final,de,es,Germany,Spain,0,,
1981,final,de,yu,Germany,Yugoslavia,0,,
1981,final,de,fi,Germany,Finland,0,,
1981,final,de,at,Germany,Austria,0,,
1981,final,de,tr,Germany,Turkey,0,,
1981,final,de,pt,Germany,Portugal,8,,
1981,final,de,no,Germany,Norway,0,,
1981,final,gr,gb,Greece,United Kingdom,6,,
1981,final,gr,de,Greece,Germany,5,,
1981,final,gr,fr,Greece,France,8,,
1981,final,gr,ch,Greece,Switzerland,4,,
1981,final,gr,ie,Greece,Ireland,10,,
1981,final,gr,cy,Greece,Cyprus,12,,
1981,final,gr,il,Greece,Israel,0,,
1981,final,gr,gr,Greece,Greece,0,,
1981,final,gr,nl,Greece,Netherlands,3,,
1981,final,gr,se,Greece,Sweden,0,,
1981,final,gr,lu,Greece,Luxembourg,0,,
1981,final,gr,dk,Greece,Denmark,0,,
1981,final,gr,be,Greece,Belgium,7,,
1981,final,gr,es,Greece,Spain,0,,
1981,final,gr,yu,Greece,Yugoslavia,2,,
1981,final,gr,fi,Greece,Finland,0,,
1981,final,gr,at,Greece,Austria,0,,
1981,final,gr,tr,Greece,Turkey,0,,
1981,final,gr,pt,Greece,Portugal,1,,
1981,final,gr,no,Greece,Norway,0,,
1981,final,ie,gb,Ireland,United Kingdom,10,,
1981,final,ie,de,Ireland,Germany,6,,
1981,final,ie,fr,Ireland,France,4,,
1981,final,ie,ch,Ireland,Switzerland,12,,
1981,final,ie,ie,Ireland,Ireland,0,,
1981,final,ie,cy,Ireland,Cyprus,8,,
1981,final,ie,il,Ireland,Israel,7,,
1981,final,ie,gr,Ireland,Greece,1,,
1981,final,ie,nl,Ireland,Netherlands,0,,
1981,final,ie,se,Ireland,Sweden,0,,
1981,final,ie,lu,Ireland,Luxembourg,0,,
1981,final,ie,dk,Ireland,Denmark,0,,
1981,final,ie,be,Ireland,Belgium,0,,
1981,final,ie,es,Ireland,Spain,3,,
1981,final,ie,yu,Ireland,Yugoslavia,2,,
1981,final,ie,fi,Ireland,Finland,5,,
1981,final,ie,at,Ireland,Austria,0,,
1981,final,ie,tr,Ireland,Turkey,0,,
1981,final,ie,pt,Ireland,Portugal,0,,
1981,final,ie,no,Ireland,Norway,0,,
1981,final,il,gb,Israel,United Kingdom,12,,
1981,final,il,de,Israel,Germany,8,,
1981,final,il,fr,Israel,France,7,,
1981,final,il,ch,Israel,Switzerland,0,,
1981,final,il,ie,Israel,Ireland,10,,
1981,final,il,cy,Israel,Cyprus,5,,
1981,final,il,il,Israel,Israel,0,,
1981,final,il,gr,Israel,Greece,0,,
1981,final,il,nl,Israel,Netherlands,4,,
1981,final,il,se,Israel,Sweden,0,,
1981,final,il,lu,Israel,Luxembourg,3,,
1981,final,il,dk,Israel,Denmark,0,,
1981,final,il,be,Israel,Belgium,1,,
1981,final,il,es,Israel,Spain,6,,
1981,final,il,yu,Israel,Yugoslavia,0,,
1981,final,il,fi,Israel,Finland,2,,
1981,final,il,at,Israel,Austria,0,,
1981,final,il,tr,Israel,Turkey,0,,
1981,final,il,pt,Israel,Portugal,0,,
1981,final,il,no,Israel,Norway,0,,
1981,final,lu,gb,Luxembourg,United Kingdom,5,,
1981,final,lu,de,Luxembourg,Germany,3,,
1981,final,lu,fr,Luxembourg,France,12,,
1981,final,lu,ch,Luxembourg,Switzerland,8,,
1981,final,lu,ie,Luxembourg,Ireland,10,,
1981,final,lu,cy,Luxembourg,Cyprus,0,,
1981,final,lu,il,Luxembourg,Israel,4,,
1981,final,lu,gr,Luxembourg,Greece,6,,
1981,final,lu,nl,Luxembourg,Netherlands,0,,
1981,final,lu,se,Luxembourg,Sweden,2,,
1981,final,lu,lu,Luxembourg,Luxembourg,0,,
1981,final,lu,dk,Luxembourg,Denmark,7,,
1981,final,lu,be,Luxembourg,Belgium,0,,
1981,final,lu,es,Luxembourg,Spain,0,,
1981,final,lu,yu,Luxembourg,Yugoslavia,0,,
1981,final,lu,fi,Luxembourg,Finland,0,,
1981,final,lu,at,Luxembourg,Austria,0,,
1981,final,lu,tr,Luxembourg,Turkey,1,,
1981,final,lu,pt,Luxembourg,Portugal,0,,
1981,final,lu,no,Luxembourg,Norway,0,,
1981,final,nl,gb,Netherlands,United Kingdom,12,,
1981,final,nl,de,Netherlands,Germany,3,,
1981,final,nl,fr,Netherlands,France,6,,
1981,final,nl,ch,Netherlands,Switzerland,1,,
1981,final,nl,ie,Netherlands,Ireland,10,,
1981,final,nl,cy,Netherlands,Cyprus,8,,
1981,final,nl,il,Netherlands,Israel,7,,
1981,final,nl,gr,Netherlands,Greece,0,,
1981,final,nl,nl,Netherlands,Netherlands,0,,
1981,final,nl,se,Netherlands,Sweden,0,,
1981,final,nl,lu,Netherlands,Luxembourg,0,,
1981,final,nl,dk,Netherlands,Denmark,2,,
1981,final,nl,be,Netherlands,Belgium,0,,
1981,final,nl,es,Netherlands,Spain,4,,
1981,final,nl,yu,Netherlands,Yugoslavia,0,,
1981,final,nl,fi,Netherlands,Finland,5,,
1981,final,nl,at,Netherlands,Austria,0,,
1981,final,nl,tr,Netherlands,Turkey,0,,
1981,final,nl,pt,Netherlands,Portugal,0,,
1981,final,nl,no,Netherlands,Norway,0,,
1981,final,no,gb,Norway,United Kingdom,3,,
1981,final,no,de,Norway,Germany,4,,
1981,final,no,fr,Norway,France,5,,
1981,final,no,ch,Norway,Switzerland,12,,
1981,final,no,ie,Norway,Ireland,0,,
1981,final,no,cy,Norway,Cyprus,7,,
1981,final,no,il,Norway,Israel,8,,
1981,final,no,gr,Norway,Greece,2,,
1981,final,no,nl,Norway,Netherlands,0,,
1981,final,no,se,Norway,Sweden,6,,
1981,final,no,lu,Norway,Luxembourg,0,,
1981,final,no,dk,Norway,Denmark,0,,
1981,final,no,be,Norway,Belgium,0,,
1981,final,no,es,Norway,Spain,10,,
1981,final,no,yu,Norway,Yugoslavia,1,,
1981,final,no,fi,Norway,Finland,0,,
1981,final,no,at,Norway,Austria,0,,
1981,final,no,tr,Norway,Turkey,0,,
1981,final,no,pt,Norway,Portugal,0,,
1981,final,no,no,Norway,Norway,0,,
1981,final,pt,gb,Portugal,United Kingdom,6,,
1981,final,pt,de,Portugal,Germany,12,,
1981,final,pt,fr,Portugal,France,10,,
1981,final,pt,ch,Portugal,Switzerland,8,,
1981,final,pt,ie,Portugal,Ireland,0,,
1981,final,pt,cy,Portugal,Cyprus,0,,
1981,final,pt,il,Portugal,Israel,5,,
1981,final,pt,gr,Portugal,Greece,0,,
1981,final,pt,nl,Portugal,Netherlands,7,,
1981,final,pt,se,Portugal,Sweden,0,,
1981,final,pt,lu,Portugal,Luxembourg,4,,
1981,final,pt,dk,Portugal,Denmark,2,,
1981,final,pt,be,Portugal,Belgium,0,,
1981,final,pt,es,Portugal,Spain,3,,
1981,final,pt,yu,Portugal,Yugoslavia,0,,
1981,final,pt,fi,Portugal,Finland,1,,
1981,final,pt,at,Portugal,Austria,0,,
1981,final,pt,tr,Portugal,Turkey,0,,
1981,final,pt,pt,Portugal,Portugal,0,,
1981,final,pt,no,Portugal,Norway,0,,
1981,final,es,gb,Spain,United Kingdom,8,,
1981,final,es,de,Spain,Germany,12,,
1981,final,es,fr,Spain,France,0,,
1981,final,es,ch,Spain,Switzerland,4,,
1981,final,es,ie,Spain,Ireland,5,,
1981,final,es,cy,Spain,Cyprus,0,,
1981,final,es,il,Spain,Israel,0,,
1981,final,es,gr,Spain,Greece,10,,
1981,final,es,nl,Spain,Netherlands,7,,
1981,final,es,se,Spain,Sweden,0,,
1981,final,es,lu,Spain,Luxembourg,1,,
1981,final,es,dk,Spain,Denmark,3,,
1981,final,es,be,Spain,Belgium,0,,
1981,final,es,es,Spain,Spain,0,,
1981,final,es,yu,Spain,Yugoslavia,0,,
1981,final,es,fi,Spain,Finland,2,,
1981,final,es,at,Spain,Austria,6,,
1981,final,es,tr,Spain,Turkey,0,,
1981,final,es,pt,Spain,Portugal,0,,
1981,final,es,no,Spain,Norway,0,,
1981,final,se,gb,Sweden,United Kingdom,8,,
1981,final,se,de,Sweden,Germany,12,,
1981,final,se,fr,Sweden,France,10,,
1981,final,se,ch,Sweden,Switzerland,1,,
1981,final,se,ie,Sweden,Ireland,7,,
1981,final,se,cy,Sweden,Cyprus,0,,
1981,final,se,il,Sweden,Israel,3,,
1981,final,se,gr,Sweden,Greece,0,,
1981,final,se,nl,Sweden,Netherlands,0,,
1981,final,se,se,Sweden,Sweden,0,,
1981,final,se,lu,Sweden,Luxembourg,5,,
1981,final,se,dk,Sweden,Denmark,4,,
1981,final,se,be,Sweden,Belgium,0,,
1981,final,se,es,Sweden,Spain,0,,
1981,final,se,yu,Sweden,Yugoslavia,0,,
1981,final,se,fi,Sweden,Finland,6,,
1981,final,se,at,Sweden,Austria,2,,
1981,final,se,tr,Sweden,Turkey,0,,
1981,final,se,pt,Sweden,Portugal,0,,
1981,final,se,no,Sweden,Norway,0,,
1981,final,ch,gb,Switzerland,United Kingdom,8,,
1981,final,ch,de,Switzerland,Germany,0,,
1981,final,ch,fr,Switzerland,France,12,,
1981,final,ch,ch,Switzerland,Switzerland,0,,
1981,final,ch,ie,Switzerland,Ireland,1,,
1981,final,ch,cy,Switzerland,Cyprus,3,,
1981,final,ch,il,Switzerland,Israel,4,,
1981,final,ch,gr,Switzerland,Greece,7,,
1981,final,ch,nl,Switzerland,Netherlands,0,,
1981,final,ch,se,Switzerland,Sweden,0,,
1981,final,ch,lu,Switzerland,Luxembourg,6,,
1981,final,ch,dk,Switzerland,Denmark,0,,
1981,final,ch,be,Switzerland,Belgium,0,,
1981,final,ch,es,Switzerland,Spain,2,,
1981,final,ch,yu,Switzerland,Yugoslavia,10,,
1981,final,ch,fi,Switzerland,Finland,5,,
1981,final,ch,at,Switzerland,Austria,0,,
1981,final,ch,tr,Switzerland,Turkey,0,,
1981,final,ch,pt,Switzerland,Portugal,0,,
1981,final,ch,no,Switzerland,Norway,0,,
1981,final,tr,gb,Turkey,United Kingdom,8,,
1981,final,tr,de,Turkey,Germany,12,,
1981,final,tr,fr,Turkey,France,0,,
1981,final,tr,ch,Turkey,Switzerland,2,,
1981,final,tr,ie,Turkey,Ireland,3,,
1981,final,tr,cy,Turkey,Cyprus,0,,
1981,final,tr,il,Turkey,Israel,0,,
1981,final,tr,gr,Turkey,Greece,0,,
1981,final,tr,nl,Turkey,Netherlands,5,,
1981,final,tr,se,Turkey,Sweden,0,,
1981,final,tr,lu,Turkey,Luxembourg,0,,
1981,final,tr,dk,Turkey,Denmark,1,,
1981,final,tr,be,Turkey,Belgium,7,,
1981,final,tr,es,Turkey,Spain,10,,
1981,final,tr,yu,Turkey,Yugoslavia,4,,
1981,final,tr,fi,Turkey,Finland,0,,
1981,final,tr,at,Turkey,Austria,6,,
1981,final,tr,tr,Turkey,Turkey,0,,
1981,final,tr,pt,Turkey,Portugal,0,,
1981,final,tr,no,Turkey,Norway,0,,
1981,final,gb,gb,United Kingdom,United Kingdom,0,,
1981,final,gb,de,United Kingdom,Germany,7,,
1981,final,gb,fr,United Kingdom,France,1,,
1981,final,gb,ch,United Kingdom,Switzerland,12,,
1981,final,gb,ie,United Kingdom,Ireland,0,,
1981,final,gb,cy,United Kingdom,Cyprus,10,,
1981,final,gb,il,United Kingdom,Israel,4,,
1981,final,gb,gr,United Kingdom,Greece,8,,
1981,final,gb,nl,United Kingdom,Netherlands,6,,
1981,final,gb,se,United Kingdom,Sweden,2,,
1981,final,gb,lu,United Kingdom,Luxembourg,0,,
1981,final,gb,dk,United Kingdom,Denmark,5,,
1981,final,gb,be,United Kingdom,Belgium,3,,
1981,final,gb,es,United Kingdom,Spain,0,,
1981,final,gb,yu,United Kingdom,Yugoslavia,0,,
1981,final,gb,fi,United Kingdom,Finland,0,,
1981,final,gb,at,United Kingdom,Austria,0,,
1981,final,gb,tr,United Kingdom,Turkey,0,,
1981,final,gb,pt,United Kingdom,Portugal,0,,
1981,final,gb,no,United Kingdom,Norway,0,,
1981,final,yu,gb,Yugoslavia,United Kingdom,10,,
1981,final,yu,de,Yugoslavia,Germany,2,,
1981,final,yu,fr,Yugoslavia,France,4,,
1981,final,yu,ch,Yugoslavia,Switzerland,12,,
1981,final,yu,ie,Yugoslavia,Ireland,5,,
1981,final,yu,cy,Yugoslavia,Cyprus,6,,
1981,final,yu,il,Yugoslavia,Israel,0,,
1981,final,yu,gr,Yugoslavia,Greece,1,,
1981,final,yu,nl,Yugoslavia,Netherlands,0,,
1981,final,yu,se,Yugoslavia,Sweden,7,,
1981,final,yu,lu,Yugoslavia,Luxembourg,0,,
1981,final,yu,dk,Yugoslavia,Denmark,0,,
1981,final,yu,be,Yugoslavia,Belgium,8,,
1981,final,yu,es,Yugoslavia,Spain,0,,
1981,final,yu,yu,Yugoslavia,Yugoslavia,0,,
1981,final,yu,fi,Yugoslavia,Finland,0,,
1981,final,yu,at,Yugoslavia,Austria,0,,
1981,final,yu,tr,Yugoslavia,Turkey,3,,
1981,final,yu,pt,Yugoslavia,Portugal,0,,
1981,final,yu,no,Yugoslavia,Norway,0,,
1982,final,at,de,Austria,Germany,1,,
1982,final,at,il,Austria,Israel,7,,
1982,final,at,ch,Austria,Switzerland,10,,
1982,final,at,be,Austria,Belgium,4,,
1982,final,at,cy,Austria,Cyprus,5,,
1982,final,at,lu,Austria,Luxembourg,2,,
